record_id,source_system,first_name,last_name,email,email_id,phone,phone_id,address_id,dob,ground_truth_id,account_status
R0001245,CRM,Michelb,Perez,michele.perez629@gmail.com,EM000629,+10849588039,PH000629,AD000629,1997-04-05,629,vip
R0001246,CRM,John,Nelson,john.nelson630@gmail.com,EM000630,+15512405682,PH000630,AD000630,,630,lapsed
R0001248,CRM,Marie,Villarreal,marie.villarreal631@yahoo.com,EM000631,9962914504,PH000631,AD000631,1969-10-16,631,vip
R0001253,CRM,Rebecca,Ferguson,rebecca.ferguson632@gmail.com,EM000632,+16173574384,PH000632,AD000632,1993-04-20,632,active
R0001254,CRM,Theresa,Davis,theresa.davis633@gmail.com,EM000633,215-031-7807,PH000633,AD000633,1971-08-19,633,active
R0001255,CRM,Joy,Flowers,joy.flowers634@gmail.com,EM000634,823-578-4521,PH000634,AD000634,1988-03-10,634,lapsed
R0001259,CRM,Michele,Haney,michele.haney635@gmail.com,EM000635,823-076-8104,PH000635,AD000635,1979-04-21,635,vip
R0001260,CRM,Tyler,Sims,tyler.sims636@hotmail.com,EM000636,+10915701840,PH000636,AD000636,1986-01-16,636,lapsed
R0001263,CRM,Gina,Lang,gina.lang637@hotmail.com,EM000637,943-533-4485,PH000637,AD000637,1950-10-26,637,lapsed
R0001266,CRM,Larry,Lopez,larry.lopez638@hotmail.com,EM000638,(714) 224-1098,PH000638,AD000638,1973-11-28,638,active
R0001267,CRM,Courtney,Reilly,courtney.reilly639@yahoo.com,EM000639,(813) 858-5424,PH000639,AD000639,1957-05-26,639,lapsed
R0001269,CRM,David,Boyd,david.boyd640@hotmail.com,EM000640,(932) 149-5870,PH000640,AD000640,1972-06-09,640,active
R0001272,CRM,Christian,Booker,christian.booker641@gmail.com,EM000641,(207) 016-0166,PH000641,AD000641,1991-08-19,641,lapsed
R0001274,CRM,Megan,Moses,megan.moses642@hotmail.com,EM000642,(299) 795-4538,PH000642,AD000642,1996-01-12,642,active
R0001280,CRM,Sara,Osborn,sara.osborn645@hotmail.com,EM000645,+15770171577,PH000645,AD000645,1993-10-25,645,vip
R0001283,CRM,Jennifer,Edwards,jennifer.edwards646@hotmail.com,EM000646,(245) 992-8161,PH000646,AD000646,1968-07-31,646,vip
R0001285,CRM,Christopher,Ramos,christopher.ramos647@yahoo.com,EM000647,+15814876963,PH000647,AD000647,1956-04-17,647,vip
R0001286,CRM,Ashlee,Ford,ashlee.ford648@gmail.com,EM000648,9382761539,PH000648,AD000648,1994-02-22,648,lapsed
R0001289,CRM,Sherri,Hancock,sherri.hancock649@hotmail.com,EM000649,+16695832197,PH000649,AD000649,1962-06-28,649,vip
R0001293,CRM,Tiffany,Ggeen,tiffany.green650@yahoo.com,EM000650,1997581724,PH000650,AD000650,1974-01-16,650,lapsed
R0001296,CRM,Debbie,Fleming,debbie.fleming651@yahoo.com,EM000651,619-196-5701,PH000651,AD000651,1993-05-20,651,active
R0001300,CRM,Kathryn,Santana,kathryn.santana654@hotmail.com,EM000654,5190986240,PH000654,AD000654,1959-12-07,654,vip
R0001304,CRM,Jason,Kennedy,jason.kennedy657@yahoo.com,EM000657,2723865624,PH000657,AD000657,2000-10-27,657,active
R0001308,CRM,Rdan,Margan,ryan.morgan659@hotmail.com,EM000659,2679692786,PH000659,AD000659,1982-01-27,659,active
R0001309,CRM,Linda,Reed,linda.reed660@hotmail.com,EM000660,(876) 532-6909,PH000660,AD000660,1996-01-16,660,lapsed
R0001312,CRM,Richard,Wise,richard.wise661@yahoo.com,EM000661,+17384689500,PH000661,AD000661,1955-11-18,661,lapsed
R0001313,CRM,Edward,Rogers,edward.rogers662@hotmail.com,EM000662,9751971284,PH000662,AD000662,1952-01-14,662,lapsed
R0001316,CRM,Amy,White,amy.white663@yahoo.com,EM000663,(781) 891-3718,PH000663,AD000663,1973-12-09,663,lapsed
R0001319,CRM,Teresa,Barker,teresa.barker664@gmail.com,EM000664,+19490580778,PH000664,AD000664,2000-12-22,664,lapsed
R0001322,CRM,Nicole,Coceland,nicole.copeland665@yahoo.com,EM000665,795-654-4209,PH000665,AD000665,1969-02-18,665,active
R0001323,CRM,Julie,Osborne,julie.osborne666@yahoo.com,EM000666,+14940792904,PH000666,AD000666,1981-11-27,666,vip
R0001325,CRM,Caroe,Daugherty,carol.daugherty667@yahoo.com,EM000667,(904) 712-8144,PH000667,AD000667,1982-10-20,667,lapsed
R0001331,CRM,Thaci,Wood,traci.wood669@yahoo.com,EM000669,2752437280,PH000669,AD000669,1959-05-26,669,lapsed
R0001332,CRM,Nicholas,Rush,nicholas.rush670@gmail.com,EM000670,512-927-6637,PH000670,AD000670,1978-11-22,670,active
R0001335,CRM,Rachel,Ramirez,rachel.ramirez671@yahoo.com,EM000671,+12395041027,PH000671,AD000671,1961-02-12,671,active
R0001338,CRM,Sandra,Thompson,sandra.thompson672@yahoo.com,EM000672,6747836674,PH000672,AD000672,1952-05-30,672,active
R0001342,CRM,Carrie,Fritz,carrie.fritz675@gmail.com,EM000675,496-739-3852,PH000675,AD000675,1968-02-18,675,vip
R0001348,CRM,Kelly,Duffy,kelly.duffy679@gmail.com,EM000679,(921) 244-7174,PH000679,AD000679,1968-02-02,679,vip
R0001349,CRM,Michael,Romero,michael.romero680@hotmail.com,EM000680,6542140665,PH000680,AD000680,1954-11-04,680,lapsed
R0001352,CRM,Matthew,Parker,matthew.parker681@gmail.com,EM000681,0442717396,PH000681,AD000681,2000-11-20,681,active
R0001356,CRM,Ian,Mayer,ian.mayer683@gmail.com,EM000683,410-119-4707,PH000683,AD000683,1985-12-30,683,vip
R0001361,CRM,Kevin,Clark,kevin.clark684@gmail.com,EM000684,+12006425690,PH000684,AD000684,1951-02-02,684,vip
R0001363,CRM,Kevin,Camacho,kevin.camacho686@gmail.com,EM000686,719-855-4601,PH000686,AD000686,1996-03-25,686,vip
R0001364,CRM,Kevin,Schaefer,kevin.schaefer687@yahoo.com,EM000687,(585) 174-3280,PH000687,AD000687,1989-04-17,687,active
R0001370,CRM,Matthew,Gomez,matthew.gomez689@hotmail.com,EM000689,+12030937618,PH000689,AD000689,1964-03-13,689,active
R0001372,CRM,cason,Moran,jason.moran690@yahoo.com,EM000690,478-700-5050,PH000690,AD000690,1990-10-14,690,lapsed
R0001377,CRM,Mark,Rowe,mark.rowe692@yahoo.com,EM000692,(027) 079-0320,PH000692,AD000692,1959-12-30,692,active
R0001381,CRM,Lauren,Decker,lauren.decker694@gmail.com,EM000694,1799313656,PH000694,AD000694,1989-06-28,694,vip
R0001385,CRM,Matthew,Rose,matthew.rose696@hotmail.com,EM000696,5114262582,PH000696,AD000696,1981-08-02,696,lapsed
R0001390,CRM,Sarah,Barrett,sarah.barrett698@gmail.com,EM000698,7100219467,PH000698,AD000698,1963-12-15,698,active
R0001391,CRM,Jamie,James,jamie.james699@gmail.com,EM000699,232-487-6329,PH000699,AD000699,1964-09-30,699,vip
R0001394,CRM,Jerome,Haynes,jerome.haynes701@hotmail.com,EM000701,+18331819588,PH000701,AD000701,1991-01-03,701,active
R0001397,CRM,Leah,Cpine,leah.cline702@hotmail.com,EM000702,+13734031277,PH000702,AD000702,1992-12-27,702,vip
R0001398,CRM,Nathaniel,Skinner,nathaniel.skinner703@hotmail.com,EM000703,220-054-3645,PH000703,AD000703,1956-09-14,703,vip
R0001402,CRM,Robert,Jones,robert.jones704@yahoo.com,EM000704,9701082207,PH000704,AD000704,,704,vip
R0001403,CRM,Mariah,Duncan,mariah.duncan705@gmail.com,EM000705,+18113799563,PH000705,AD000705,1967-06-30,705,active
R0001408,CRM,Tiffany,Smitg,tiffany.smith707@hotmail.com,EM000707,+13179706239,PH000707,AD000707,1981-03-15,707,lapsed
R0001414,CRM,Garrett,Moore,garrett.moore711@hotmail.com,EM000711,831-687-3977,PH000711,AD000711,1982-04-14,711,lapsed
R0001421,CRM,Patrink,Vance,patrick.vance715@gmail.com,EM000715,(632) 543-1074,PH000715,AD000715,1999-09-16,715,lapsed
R0001422,CRM,Jessica,donway,jessica.conway716@hotmail.com,EM000716,(279) 907-7262,PH000716,AD000716,1983-08-20,716,vip
R0001424,CRM,Ann,Monroe,ann.monroe717@yahoo.com,EM000717,(570) 165-8046,PH000717,AD000717,1980-05-24,717,active
R0001427,CRM,Melinsa,Berry,melissa.berry718@hotmail.com,EM000718,(498) 931-9508,PH000718,AD000718,1967-09-09,718,vip
R0001429,CRM,Michael,Vega,michael.vega719@yahoo.com,EM000719,501-657-9055,PH000719,AD000719,1972-05-04,719,active
R0001431,CRM,Joy,Mullins,joy.mullins720@gmail.com,EM000720,281-832-5381,PH000720,AD000720,1998-07-29,720,lapsed
R0001434,CRM,Jennhfer,Melendez,jennifer.melendez722@hotmail.com,EM000722,015-577-8817,PH000722,AD000722,1967-03-03,722,active
R0001436,CRM,Amy,Contreras,amy.contreras723@yahoo.com,EM000723,+18847951371,PH000723,AD000723,1983-04-28,723,lapsed
R0001439,CRM,Mary,Perry,mary.perry724@hotmail.com,EM000724,1624112412,PH000724,AD000724,1975-03-30,724,active
R0001442,CRM,Lori,Walker,lori.walker726@yahoo.com,EM000726,+15670431038,PH000726,AD000726,1982-11-14,726,vip
R0001443,CRM,Mikayla,Hernandez,mikayla.hernandez727@hotmail.com,EM000727,(569) 557-9887,PH000727,AD000727,1989-03-19,727,vip
R0001444,CRM,Lauren,Romero,lauren.romero728@yahoo.com,EM000728,749-242-4375,PH000728,AD000728,2000-02-20,728,vip
R0001446,CRM,Melanie,White,melanie.white730@yahoo.com,EM000730,422-223-1059,PH000730,AD000730,1996-11-22,730,vip
R0001449,CRM,Nathaniel,Jackson,nathaniel.jackson731@hotmail.com,EM000731,(274) 523-8055,PH000731,AD000731,1965-04-18,731,lapsed
R0001452,CRM,Christy,Mcconnell,christy.mcconnell733@gmail.com,EM000733,727-520-8854,PH000733,AD000733,1980-12-01,733,vip
R0001456,CRM,Amanda,Long,amanda.long735@hotmail.com,EM000735,2814069375,PH000735,AD000735,1983-11-12,735,vip
R0001461,CRM,Brandon,Turner,brandon.turner737@gmail.com,EM000737,+10187186375,PH000737,AD000737,1964-04-16,737,active
R0001463,CRM,Samintha,Morales,samantha.morales739@gmail.com,EM000739,(504) 554-7813,PH000739,AD000739,1951-02-18,739,vip
R0001466,CRM,Robert,Gutierrez,robert.gutierrez740@yahoo.com,EM000740,767-426-6299,PH000740,AD000740,1958-03-21,740,vip
R0001469,CRM,Angela,Jimenez,angela.jimenez742@gmail.com,EM000742,106-462-8792,PH000742,AD000742,1992-04-22,742,lapsed
R0001479,CRM,Jesus,James,jesus.james746@hotmail.com,EM000746,195-979-6471,PH000746,AD000746,1992-05-10,746,active
R0001482,CRM,Paul,Kent,paul.kent747@gmail.com,EM000747,(589) 042-9025,PH000747,AD000747,1967-12-10,747,vip
R0001483,CRM,Nicole,Richardson,nicole.richardson748@gmail.com,EM000748,+17252045650,PH000748,AD000748,1981-12-23,748,active
R0001484,CRM,Michael,Nguyen,michael.nguyen749@yahoo.com,EM000749,+14481832192,PH000749,AD000749,1975-03-02,749,lapsed
R0001485,CRM,Rachel,Kelley,rachel.kelley750@yahoo.com,EM000750,+18554451895,PH000750,AD000750,1995-04-29,750,lapsed
R0001488,CRM,Patrick,Holmes,patrick.holmes751@gmail.com,EM000751,2028457652,PH000751,AD000751,1971-12-15,751,lapsed
R0001489,CRM,Cheryl,Hines,cheryl.hines752@hotmail.com,EM000752,132-833-8988,PH000752,AD000752,1964-04-01,752,lapsed
R0001493,CRM,Robert,Patel,robert.patel754@hotmail.com,EM000754,(452) 798-5240,PH000754,AD000754,1990-04-29,754,lapsed
R0001498,CRM,Daniel,Donovan,daniel.donovan756@hotmail.com,EM000756,611-076-0310,PH000756,AD000756,1975-04-16,756,lapsed
R0001500,CRM,Andrea,Andehson,andrea.anderson758@hotmail.com,EM000758,119-393-2501,PH000758,AD000758,1973-04-11,758,lapsed
R0001502,CRM,Michael,Hunt,michael.hunt759@yahoo.com,EM000759,(249) 552-8938,PH000759,AD000759,1958-02-28,759,lapsed
R0001507,CRM,Andrew,Anderson,andrew.anderson760@gmail.com,EM000760,+19119083342,PH000760,AD000760,1955-03-24,760,lapsed
R0001509,CRM,Eric,Simf,eric.sims761@yahoo.com,EM000761,(801) 387-5927,PH000761,AD000761,1999-03-24,761,lapsed
R0001511,CRM,Christopher,Flores,christopher.flores762@hotmail.com,EM000762,+11256638361,PH000762,AD000762,,762,vip
R0001513,CRM,cose,Humphrey,jose.humphrey763@hotmail.com,EM000763,+15171827548,PH000763,AD000763,1970-08-18,763,lapsed
R0001517,CRM,Carolyn,Hunter,carolyn.hunter764@yahoo.com,EM000764,+10157164794,PH000764,AD000764,1954-09-16,764,lapsed
R0001520,CRM,Troy,Orr,troy.orr765@gmail.com,EM000765,7386463175,PH000765,AD000765,1970-11-13,765,lapsed
R0001524,CRM,Kathryn,Edwards,kathryn.edwards766@hotmail.com,EM000766,207-167-8112,PH000766,AD000766,1960-02-08,766,lapsed
R0001527,CRM,Allen,Kennemy,allen.kennedy768@yahoo.com,EM000768,(961) 367-4994,PH000768,AD000768,1954-12-27,768,lapsed
R0001531,CRM,Jenny,Roman,jenny.roman770@gmail.com,EM000770,(114) 773-2010,PH000770,AD000770,1972-12-18,770,vip
R0001533,CRM,Holly,Winters,holly.winters771@yahoo.com,EM000771,170-269-5249,PH000771,AD000771,1960-07-13,771,vip
R0001536,CRM,Cindy,Milker,cindy.miller772@yahoo.com,EM000772,(911) 877-3477,PH000772,AD000772,1992-09-02,772,vip
R0001539,CRM,Timothy,Thomas,timothy.thomas773@yahoo.com,EM000773,(848) 588-0061,PH000773,AD000773,,773,active
R0001541,CRM,Kenneth,Harris,kenneth.harris774@yahoo.com,EM000774,6756770028,PH000774,AD000774,1969-01-19,774,active
R0001544,CRM,Stephen,Gonzalez,stephen.gonzalez775@hotmail.com,EM000775,(427) 624-6719,PH000775,AD000775,1952-03-02,775,vip
R0001545,CRM,Cristina,Lucas,cristina.lucas776@yahoo.com,EM000776,7889778280,PH000776,AD000776,1960-10-01,776,active
R0001548,CRM,Curtis,Martin,curtis.martin777@hotmail.com,EM000777,+16479695450,PH000777,AD000777,1977-05-20,777,lapsed
R0001552,CRM,Heather,Kellay,heather.kelley778@gmail.com,EM000778,+10902559056,PH000778,AD000778,1953-04-22,778,active
R0001555,CRM,Jonathaf,Gonzalez,jonathan.gonzalez781@yahoo.com,EM000781,507-698-6407,PH000781,AD000781,1997-05-16,781,lapsed
R0001559,CRM,Stephen,Myhrs,stephen.myers783@gmail.com,EM000783,135-785-2945,PH000783,AD000783,2000-01-11,783,lapsed
R0001562,CRM,Ashley,Moore,ashley.moore784@gmail.com,EM000784,+16371834404,PH000784,AD000784,2001-01-30,784,vip
R0001565,CRM,Stephanie,Mcguire,stephanie.mcguire785@yahoo.com,EM000785,(963) 919-1954,PH000785,AD000785,1977-06-27,785,vip
R0001566,CRM,Erbca,Johnson,erica.johnson786@yahoo.com,EM000786,198-763-5148,PH000786,AD000786,1966-06-01,786,vip
R0001568,CRM,Hannah,Patrick,hannah.patrick787@hotmail.com,EM000787,+14685366498,PH000787,AD000787,1987-06-30,787,active
R0001572,CRM,Michael,Reynolds,michael.reynolds789@hotmail.com,EM000789,+14896908357,PH000789,AD000789,,789,lapsed
R0001578,CRM,Daryl,Dennif,daryl.dennis791@yahoo.com,EM000791,4424936312,PH000791,AD000791,1957-10-09,791,active
R0001582,CRM,Richard,Wolfe,richard.wolfe793@yahoo.com,EM000793,324-204-4820,PH000793,AD000793,1976-07-20,793,lapsed
R0001584,CRM,Karen,Carrillo,karen.carrillo794@yahoo.com,EM000794,700-159-4165,PH000794,AD000794,2001-05-29,794,lapsed
R0001587,CRM,Sean,Shaw,sean.shaw796@yahoo.com,EM000796,847-139-1559,PH000796,AD000796,,796,active
R0001592,CRM,Gloria,Schmitt,gloria.schmitt797@gmail.com,EM000797,636-321-2347,PH000797,AD000797,1990-02-23,797,active
R0001593,CRM,Megan,Perez,megan.perez798@yahoo.com,EM000798,(649) 078-5158,PH000798,AD000798,1975-07-01,798,vip
R0001597,CRM,Cynthia,Rodriguez,cynthia.rodriguez799@yahoo.com,EM000799,+16734257540,PH000799,AD000799,1959-10-18,799,active
