record_id,source_system,first_name,last_name,email,email_id,phone,phone_id,address_id,dob,ground_truth_id,last_invoice_total,payment_method
R0001159,BILLING,Steven,Gaines,steven.gaines584@gmail.com,EM000584,355-904-2597,PH000584,AD000584,1981-10-02,584,1889.88,paypal
R0001162,BILLING,Jacqueline,Black,jacqueline.black586@hotmail.com,EM000586,0392405147,PH000586,AD000586,1952-02-11,586,1546.93,paypal
R0001165,BILLING,Marissa,Wallace,marissa.wallace587@gmail.com,EM000587,+17053833884,PH000587,AD000587,1993-09-23,587,1724.01,card
R0001167,BILLING,Lauren,Marshall,lauren.marshall589@yahoo.com,EM000589,+12043940701,PH000589,AD000589,1999-08-22,589,77.88,card
R0001175,BILLING,Daniel,Villa,daniel.villa592@yahoo.com,EM000592,800-384-5762,PH000592,AD000592,1957-10-05,592,666.53,paypal
R0001177,BILLING,James,Patrick,james.patrick594@gmail.com,EM000594,+16084325621,PH000594,AD000594,1959-10-26,594,495.15,ach
R0001180,BILLING,Laurie,Gonzgles,laurie.gonzales595@hotmail.com,EM000595,(689) 363-9264,PH000595,AD000595,1977-01-02,595,475.82,ach
R0001183,BILLING,Jacqueline,Jones,jacqueline.jones596@gmail.com,EM000596,9578232983,PH000596,AD000596,,596,229.22,paypal
R0001187,BILLING,Dalton,Crawford,dalton.crawford598@gmail.com,EM000598,(881) 252-0566,PH000598,AD000598,,598,213.91,card
R0001190,BILLING,Julie,Beasley,julie.beasley600@hotmail.com,EM000600,(949) 993-9330,PH000600,AD000600,1991-09-07,600,504.22,ach
R0001193,BILLING,Raymond,Sondoval,raymond.sandoval601@hotmail.com,EM000601,(517) 289-7526,PH000601,AD000601,1967-01-20,601,1288.5,ach
R0001195,BILLING,Jpnny,French,jenny.french603@gmail.com,EM000603,(633) 312-7975,PH000603,AD000603,1954-07-02,603,1103.49,paypal
R0001198,BILLING,Sharon,Kent,sharon.kent605@yahoo.com,EM000605,(998) 808-1770,PH000605,AD000605,,605,1917.24,ach
R0001200,BILLING,Jennifer,Mack,jennifer.mack606@yahoo.com,EM000606,(388) 608-6803,PH000606,AD000606,1977-04-15,606,1130.43,ach
R0001203,BILLING,Benjamin,dill,benjamin.hill607@yahoo.com,EM000607,4764472649,PH000607,AD000607,1993-11-01,607,273.99,ach
R0001210,BILLING,Charhes,Simmons,charles.simmons611@yahoo.com,EM000611,518-689-2686,PH000611,AD000611,1952-03-04,611,854.21,ach
R0001211,BILLING,Daniel,Lewis,daniel.lewis612@yahoo.com,EM000612,025-922-2206,PH000612,AD000612,1972-01-02,612,1334.6,card
R0001216,BILLING,Chnistopher,Castro,christopher.castro614@gmail.com,EM000614,+14077780973,PH000614,AD000614,1971-10-17,614,423.57,card
R0001218,BILLING,David,Ortiz,david.ortiz615@hotmail.com,EM000615,+13977671990,PH000615,AD000615,2000-12-26,615,1065.7,paypal
R0001219,BILLING,Craig,Booth,craig.booth616@yahoo.com,EM000616,3849830220,PH000616,AD000616,1970-05-27,616,631.46,paypal
R0001222,BILLING,Matthew,Elliott,matthew.elliott619@hotmail.com,EM000619,795-014-5561,PH000619,AD000619,1970-01-09,619,252.85,card
R0001225,BILLING,Joshua,Gonzales,joshua.gonzales620@gmail.com,EM000620,(681) 472-1458,PH000620,AD000620,1975-08-01,620,1035.91,paypal
R0001227,BILLING,James,Mcmahon,james.mcmahon621@hotmail.com,EM000621,683-390-1981,PH000621,AD000621,1995-12-11,621,1381.77,paypal
R0001232,BILLING,Darren,Gomez,darren.gomez622@gmail.com,EM000622,794-695-4899,PH000622,AD000622,1998-06-02,622,1243.31,card
R0001233,BILLING,Laura,Stewart,laura.stewart623@hotmail.com,EM000623,529-978-7729,PH000623,AD000623,,623,97.71,paypal
R0001236,BILLING,Tyler,Anderson,tyler.anderson624@hotmail.com,EM000624,+13430107139,PH000624,AD000624,1968-05-03,624,98.0,ach
R0001238,BILLING,Robert,West,robert.west626@gmail.com,EM000626,(414) 488-5015,PH000626,AD000626,1978-04-08,626,920.05,ach
R0001242,BILLING,Jamie,Garrett,jamie.garrett628@hotmail.com,EM000628,702-727-8576,PH000628,AD000628,1977-05-08,628,283.0,ach
R0001244,BILLING,Michele,Perez,michele.perez629@gmail.com,EM000629,(084) 958-8039,PH000629,AD000629,1997-04-05,629,427.75,ach
R0001247,BILLING,John,Nelson,john.nelson630@gmail.com,EM000630,(551) 240-5682,PH000630,AD000630,1963-08-28,630,373.91,card
R0001250,BILLING,Marie,Villarreal,marie.villarreal631@yahoo.com,EM000631,+19962914504,PH000631,AD000631,1969-10-16,631,1663.51,card
R0001252,BILLING,Rebecca,Ferguson,rebecca.ferguson632@gmail.com,EM000632,(617) 357-4384,PH000632,AD000632,1993-04-20,632,1052.43,paypal
R0001257,BILLING,Joy,Flowers,joy.flowers634@gmail.com,EM000634,8235784521,PH000634,AD000634,1988-03-10,634,923.43,paypal
R0001262,BILLING,Tyler,Sims,tyler.sims636@hotmail.com,EM000636,0915701840,PH000636,AD000636,1986-01-16,636,115.89,ach
R0001265,BILLING,Gina,Lang,gina.lang637@hotmail.com,EM000637,(943) 533-4485,PH000637,AD000637,1950-10-26,637,1213.14,paypal
R0001268,BILLING,Courtney,Reilly,courtney.reilly639@yahoo.com,EM000639,813-858-5424,PH000639,AD000639,1957-05-26,639,790.99,ach
R0001271,BILLING,David,Boyd,david.boyd640@hotmail.com,EM000640,932-149-5870,PH000640,AD000640,1972-06-09,640,1880.62,card
R0001275,BILLING,Megan,Moses,megan.moses642@hotmail.com,EM000642,299-795-4538,PH000642,AD000642,,642,1055.62,ach
R0001276,BILLING,Michael,Coleman,michael.coleman643@hotmail.com,EM000643,+11792171747,PH000643,AD000643,1967-09-15,643,1473.32,paypal
R0001277,BILLING,Wesley,Smith,wesley.smith644@yahoo.com,EM000644,733-294-5625,PH000644,AD000644,1999-04-19,644,248.27,card
R0001278,BILLING,Sara,Osborn,sara.osborn645@hotmail.com,EM000645,577-017-1577,PH000645,AD000645,1993-10-25,645,129.68,ach
R0001282,BILLING,Jennifer,Edwards,jennifer.edwards646@hotmail.com,EM000646,245-992-8161,PH000646,AD000646,1968-07-31,646,732.36,ach
R0001287,BILLING,Ashlee,Ford,ashlee.ford648@gmail.com,EM000648,938-276-1539,PH000648,AD000648,1994-02-22,648,1123.32,paypal
R0001291,BILLING,Smerri,Hancock,sherri.hancock649@hotmail.com,EM000649,+16695832197,PH000649,AD000649,1962-06-28,649,1353.11,ach
R0001292,BILLING,Tiffany,Green,tiffany.green650@yahoo.com,EM000650,1997581724,PH000650,AD000650,1974-01-16,650,433.26,paypal
R0001295,BILLING,Debbie,Fleming,debbie.fleming651@yahoo.com,EM000651,(619) 196-5701,PH000651,AD000651,1993-05-20,651,543.8,card
R0001298,BILLING,Frakcisco,Payne,francisco.payne653@gmail.com,EM000653,(997) 335-4946,PH000653,AD000653,1966-05-19,653,50.97,card
R0001302,BILLING,David,Cook,david.cook655@gmail.com,EM000655,5800851403,PH000655,AD000655,1955-11-27,655,1428.63,ach
R0001306,BILLING,Tgra,Johnson,tara.johnson658@hotmail.com,EM000658,+12201027621,PH000658,AD000658,1970-12-25,658,1874.48,ach
R0001310,BILLING,Linda,Reed,linda.reed660@hotmail.com,EM000660,876-532-6909,PH000660,AD000660,1996-01-16,660,1090.38,ach
R0001317,BILLING,Amy,White,amy.white663@yahoo.com,EM000663,(781) 891-3718,PH000663,AD000663,1973-12-09,663,1568.79,paypal
R0001318,BILLING,Teresa,Barker,teresa.barker664@gmail.com,EM000664,(949) 058-0778,PH000664,AD000664,2000-12-22,664,1696.15,card
R0001324,BILLING,Carol,Daugherty,carol.daugherty667@yahoo.com,EM000667,9047128144,PH000667,AD000667,1982-10-20,667,300.68,card
R0001328,BILLING,Sarah,Smith,sarah.smith668@yahoo.com,EM000668,294-440-1929,PH000668,AD000668,2001-05-03,668,1683.53,ach
R0001330,BILLING,Traci,Wood,traci.wood669@yahoo.com,EM000669,275-243-7280,PH000669,AD000669,1959-05-26,669,915.77,card
R0001337,BILLING,Sandra,Thompson,sandra.thompson672@yahoo.com,EM000672,674-783-6674,PH000672,AD000672,1952-05-30,672,1735.58,ach
R0001340,BILLING,Nicole,Valdez,nicole.valdez674@hotmail.com,EM000674,(185) 694-5441,PH000674,AD000674,1996-12-16,674,392.21,ach
R0001344,BILLING,Nicole,Medina,nicole.medina676@hotmail.com,EM000676,5800106181,PH000676,AD000676,1968-04-19,676,1178.25,paypal
R0001345,BILLING,Katherine,Riley,katherine.riley677@gmail.com,EM000677,+17534430091,PH000677,AD000677,1983-11-21,677,212.42,paypal
R0001346,BILLING,Karen,Sherman,karen.sherman678@yahoo.com,EM000678,093-911-1926,PH000678,AD000678,1999-01-04,678,772.56,paypal
R0001351,BILLING,Michael,Romero,michael.romero680@hotmail.com,EM000680,+16542140665,PH000680,AD000680,1954-11-04,680,404.59,card
R0001353,BILLING,Matthew,Parker,matthew.parker681@gmail.com,EM000681,0442717396,PH000681,AD000681,,681,1241.54,card
R0001355,BILLING,James,Beck,james.beck682@yahoo.com,EM000682,2712863917,PH000682,AD000682,2000-10-02,682,1183.47,ach
R0001358,BILLING,Ian,Mayer,ian.mayer683@gmail.com,EM000683,4101194707,PH000683,AD000683,1985-12-30,683,1012.88,ach
R0001359,BILLING,Kevin,Clark,kevin.clark684@gmail.com,EM000684,(200) 642-5690,PH000684,AD000684,1951-02-02,684,1966.31,paypal
R0001362,BILLING,Bonnie,Callahan,bonnie.callahan685@gmail.com,EM000685,877-661-8306,PH000685,AD000685,1994-05-07,685,664.59,card
R0001366,BILLING,Kevin,Schaefer,kevin.schaefer687@yahoo.com,EM000687,(585) 174-3280,PH000687,AD000687,1989-04-17,687,1363.99,ach
R0001367,BILLING,Emily,Morris,emily.morris688@gmail.com,EM000688,6346157173,PH000688,AD000688,1971-04-11,688,999.17,paypal
R0001369,BILLING,Matthew,Gomez,matthew.gomez689@hotmail.com,EM000689,(203) 093-7618,PH000689,AD000689,1964-03-13,689,335.42,ach
R0001374,BILLING,Jason,Moran,jason.moran690@yahoo.com,EM000690,4787005050,PH000690,AD000690,1990-10-14,690,353.88,card
R0001375,BILLING,Terry,Maddox,terry.maddox691@gmail.com,EM000691,+16138782931,PH000691,AD000691,1955-06-22,691,531.26,card
R0001378,BILLING,Mark,Rowe,mark.rowe692@yahoo.com,EM000692,0270790320,PH000692,AD000692,1959-12-30,692,914.33,card
R0001380,BILLING,Kelsey,Jones,kelsey.jones693@hotmail.com,EM000693,(204) 179-2911,PH000693,AD000693,1983-07-14,693,1229.62,paypal
R0001384,BILLING,Sandra,Bishop,sandra.bishop695@gmail.com,EM000695,+15198253092,PH000695,AD000695,1989-07-31,695,926.05,paypal
R0001387,BILLING,Desifee,Gonzalez,desiree.gonzalez697@hotmail.com,EM000697,7390219620,PH000697,AD000697,1971-11-23,697,662.22,paypal
R0001388,BILLING,Sarah,Barrett,sarah.barrett698@gmail.com,EM000698,(710) 021-9467,PH000698,AD000698,1963-12-15,698,1159.16,paypal
R0001393,BILLING,Tracie,Marsh,tracie.marsh700@yahoo.com,EM000700,+10927914560,PH000700,AD000700,1970-11-24,700,121.76,card
R0001396,BILLING,Leah,Cline,leah.cline702@hotmail.com,EM000702,373-403-1277,PH000702,AD000702,1992-12-27,702,1853.72,paypal
R0001400,BILLING,Nathaniel,Skinner,nathaniel.skinner703@hotmail.com,EM000703,220-054-3645,PH000703,AD000703,1956-09-14,703,1400.8,ach
R0001401,BILLING,Robert,Jones,robert.jones704@yahoo.com,EM000704,970-108-2207,PH000704,AD000704,2001-05-21,704,231.87,ach
R0001404,BILLING,Mariah,Duncan,mariah.duncan705@gmail.com,EM000705,(811) 379-9563,PH000705,AD000705,1967-06-30,705,587.22,card
R0001407,BILLING,Jace,Hopkins,jack.hopkins706@yahoo.com,EM000706,+15315313636,PH000706,AD000706,1963-11-26,706,1152.86,ach
R0001410,BILLING,Victoria,Chavez,victoria.chavez708@yahoo.com,EM000708,+17265273543,PH000708,AD000708,1979-06-18,708,34.18,card
R0001411,BILLING,Dawn,Oconnell,dawn.oconnell709@gmail.com,EM000709,520-904-2177,PH000709,AD000709,1962-11-11,709,1099.39,paypal
R0001412,BILLING,Raymond,eugh,raymond.pugh710@hotmail.com,EM000710,(625) 349-2929,PH000710,AD000710,,710,1980.2,card
R0001416,BILLING,Marc,Griffith,marc.griffith712@yahoo.com,EM000712,(406) 335-6939,PH000712,AD000712,1977-01-22,712,443.67,paypal
R0001418,BILLING,Kristie,Lucas,kristie.lucas713@yahoo.com,EM000713,290-600-7806,PH000713,AD000713,1972-09-20,713,696.06,ach
R0001420,BILLING,Alex,Wilson,alex.wilson714@yahoo.com,EM000714,8671773180,PH000714,AD000714,1953-03-23,714,1538.31,paypal
R0001423,BILLING,Jessica,Conway,jessica.conway716@hotmail.com,EM000716,+12799077262,PH000716,AD000716,,716,1439.59,ach
R0001425,BILLING,Ann,Monroe,ann.monroe717@yahoo.com,EM000717,5701658046,PH000717,AD000717,1980-05-24,717,1625.99,ach
R0001430,BILLING,Joy,Mullins,joy.mullins720@gmail.com,EM000720,+12818325381,PH000720,AD000720,1998-07-29,720,297.83,ach
R0001433,BILLING,Todd,dogers,todd.rogers721@yahoo.com,EM000721,+17933554864,PH000721,AD000721,1956-08-06,721,1177.03,paypal
R0001435,BILLING,Jennifer,Melendez,jennifer.melendez722@hotmail.com,EM000722,+10155778817,PH000722,AD000722,1967-03-03,722,1415.46,ach
R0001438,BILLING,Mary,Perry,mary.perry724@hotmail.com,EM000724,162-411-2412,PH000724,AD000724,1975-03-30,724,585.23,ach
R0001440,BILLING,Rachel,Giles,rachel.giles725@yahoo.com,EM000725,(723) 804-6827,PH000725,AD000725,1988-02-21,725,366.03,paypal
R0001448,BILLING,Nathaniel,Jackson,nathaniel.jackson731@hotmail.com,EM000731,(274) 523-8055,PH000731,AD000731,1965-04-18,731,1766.88,paypal
R0001454,BILLING,Sherry,Barnett,sherry.barnett734@gmail.com,EM000734,7492975170,PH000734,AD000734,1998-03-22,734,1340.55,ach
R0001457,BILLING,Amanda,Long,amanda.long735@hotmail.com,EM000735,(281) 406-9375,PH000735,AD000735,1983-11-12,735,1381.86,paypal
R0001458,BILLING,Damon,Hoffman,damon.hoffman736@hotmail.com,EM000736,1509398343,PH000736,AD000736,1952-05-04,736,1595.73,paypal
R0001460,BILLING,Brandon,Turner,brandon.turner737@gmail.com,EM000737,0187186375,PH000737,AD000737,1964-04-16,737,1223.61,card
R0001464,BILLING,Samantha,Morales,samantha.morales739@gmail.com,EM000739,(504) 554-7813,PH000739,AD000739,1951-02-18,739,517.06,ach
R0001471,BILLING,Nathan,Rodgers,nathan.rodgers743@yahoo.com,EM000743,(326) 487-0494,PH000743,AD000743,1974-04-06,743,1300.57,card
R0001474,BILLING,Steven,Valenzuela,steven.valenzuela744@gmail.com,EM000744,787-300-2447,PH000744,AD000744,1961-05-26,744,193.8,card
R0001475,BILLING,Douglas,Brandt,douglas.brandt745@gmail.com,EM000745,146-273-0147,PH000745,AD000745,1997-01-01,745,1838.23,paypal
R0001478,BILLING,Jesus,James,jesus.james746@hotmail.com,EM000746,+11959796471,PH000746,AD000746,1992-05-10,746,1319.81,card
R0001480,BILLING,Paul,cent,paul.kent747@gmail.com,EM000747,5890429025,PH000747,AD000747,1967-12-10,747,844.96,paypal
R0001487,BILLING,Patrick,Holmes,patrick.holmes751@gmail.com,EM000751,202-845-7652,PH000751,AD000751,1971-12-15,751,1730.36,ach
R0001491,BILLING,Julia,Rubio,julia.rubio753@yahoo.com,EM000753,816-711-2075,PH000753,AD000753,1961-07-18,753,694.05,card
R0001495,BILLING,Hailey,Meyers,hailey.meyers755@yahoo.com,EM000755,132-234-2321,PH000755,AD000755,1960-08-10,755,199.83,ach
R0001496,BILLING,Daniel,Donovan,daniel.donovan756@hotmail.com,EM000756,611-076-0310,PH000756,AD000756,,756,949.17,paypal
R0001499,BILLING,Melissa,Lee,melissa.lee757@yahoo.com,EM000757,8907140140,PH000757,AD000757,1973-02-02,757,1705.48,paypal
R0001503,BILLING,Michael,Hunt,michael.hunt759@yahoo.com,EM000759,(249) 552-8938,PH000759,AD000759,1958-02-28,759,1006.93,ach
R0001505,BILLING,Andrew,Anderson,andrew.anderson760@gmail.com,EM000760,+19119083342,PH000760,AD000760,1955-03-24,760,1739.74,card
R0001510,BILLING,Eric,Sims,eric.sims761@yahoo.com,EM000761,+18013875927,PH000761,AD000761,1999-03-24,761,1693.59,paypal
R0001514,BILLING,Jose,Humphrly,jose.humphrey763@hotmail.com,EM000763,+15171827548,PH000763,AD000763,1970-08-18,763,557.71,ach
R0001516,BILLING,Carolyn,Hunter,carolyn.hunter764@yahoo.com,EM000764,(015) 716-4794,PH000764,AD000764,1954-09-16,764,1283.57,paypal
R0001521,BILLING,Troy,Orr,troy.orr765@gmail.com,EM000765,7386463175,PH000765,AD000765,1970-11-13,765,1972.99,paypal
R0001522,BILLING,Kathryn,Edwards,kathryn.edwards766@hotmail.com,EM000766,+12071678112,PH000766,AD000766,1960-02-08,766,452.77,ach
R0001528,BILLING,pllen,Kennedy,allen.kennedy768@yahoo.com,EM000768,961-367-4994,PH000768,AD000768,1954-12-27,768,1095.48,ach
R0001529,BILLING,Stephanie,Mccarthy,stephanie.mccarthy769@hotmail.com,EM000769,6579678427,PH000769,AD000769,1973-08-25,769,470.46,paypal
R0001530,BILLING,Jenny,Roman,jenny.roman770@gmail.com,EM000770,114-773-2010,PH000770,AD000770,1972-12-18,770,552.73,paypal
R0001534,BILLING,nindy,Miller,cindy.miller772@yahoo.com,EM000772,+19118773477,PH000772,AD000772,1992-09-02,772,779.87,ach
R0001537,BILLING,Timothy,Thomas,timothy.thomas773@yahoo.com,EM000773,848-588-0061,PH000773,AD000773,1951-03-07,773,839.38,card
R0001540,BILLING,Kenneth,larris,kenneth.harris774@yahoo.com,EM000774,6756770028,PH000774,AD000774,1969-01-19,774,857.51,ach
R0001546,BILLING,Cristina,Lucas,cristina.lucas776@yahoo.com,EM000776,7889778280,PH000776,AD000776,1960-10-01,776,193.14,paypal
R0001549,BILLING,Curtis,Martin,curtis.martin777@hotmail.com,EM000777,647-969-5450,PH000777,AD000777,1977-05-20,777,1826.83,ach
R0001551,BILLING,Heather,Keleey,heather.kelley778@gmail.com,EM000778,0902559056,PH000778,AD000778,,778,1155.96,card
R0001554,BILLING,James,Johnson,james.johnson780@gmail.com,EM000780,(491) 141-5208,PH000780,AD000780,1991-10-14,780,940.01,card
R0001556,BILLING,Jonathcn,Gonzalez,jonathan.gonzalez781@yahoo.com,EM000781,(507) 698-6407,PH000781,AD000781,1997-05-16,781,1848.39,ach
R0001560,BILLING,Stephen,Myers,stephen.myers783@gmail.com,EM000783,135-785-2945,PH000783,AD000783,,783,924.75,ach
R0001561,BILLING,Ashley,Moore,ashley.moore784@gmail.com,EM000784,6371834404,PH000784,AD000784,2001-01-30,784,173.25,paypal
R0001564,BILLING,Stephanie,Mcguire,stephanie.mcguire785@yahoo.com,EM000785,+19639191954,PH000785,AD000785,1977-06-27,785,1672.66,card
R0001567,BILLING,Hannah,Patrick,hannah.patrick787@hotmail.com,EM000787,468-536-6498,PH000787,AD000787,1987-06-30,787,1567.34,paypal
R0001571,BILLING,Frank,Hopkins,frank.hopkins788@yahoo.com,EM000788,+17820829737,PH000788,AD000788,1978-03-10,788,1094.32,card
R0001573,BILLING,Michael,Reynolds,michael.reynolds789@hotmail.com,EM000789,489-690-8357,PH000789,AD000789,1997-08-10,789,100.24,ach
R0001575,BILLING,Randy,Colon,randy.colon790@gmail.com,EM000790,232-466-5136,PH000790,AD000790,1983-09-22,790,214.28,ach
R0001577,BILLING,Daryl,Dennis,daryl.dennis791@yahoo.com,EM000791,442-493-6312,PH000791,AD000791,1957-10-09,791,1610.88,paypal
R0001580,BILLING,Tyler,Moon,tyler.moon792@hotmail.com,EM000792,(303) 477-8660,PH000792,AD000792,1995-06-16,792,364.48,ach
R0001581,BILLING,Richard,Wolfe,richard.wolfe793@yahoo.com,EM000793,(324) 204-4820,PH000793,AD000793,1976-07-20,793,101.55,ach
R0001585,BILLING,Karen,Carrillo,karen.carrillo794@yahoo.com,EM000794,700-159-4165,PH000794,AD000794,2001-05-29,794,732.31,card
R0001589,BILLING,Sean,Shaw,sean.shaw796@yahoo.com,EM000796,(847) 139-1559,PH000796,AD000796,1957-11-24,796,487.26,ach
R0001591,BILLING,Gloria,Schmitt,gloria.schmitt797@gmail.com,EM000797,636-321-2347,PH000797,AD000797,1990-02-23,797,1648.5,card
R0001594,BILLING,Megan,Perez,megan.perez798@yahoo.com,EM000798,+16490785158,PH000798,AD000798,1975-07-01,798,1723.78,card
R0001596,BILLING,Cynthia,Rodriguez,cynthia.rodriguez799@yahoo.com,EM000799,(673) 425-7540,PH000799,AD000799,,799,986.46,ach
